Type	Table	Name	Value	Description
	0369		P	Patient (default if blank component value)
	0369		Q	Control specimen
	0369		R	Replicate (of patient sample as a control)
	0369		V	Verifying Calibrator, used for periodic calibration checks
HL7		Container status		
	0370		I	Identified
	0370		L	Left Equipment
	0370		M	Missing
	0370		O	In Process
	0370		P	In Position
	0370		R	Process Completed
	0370		U	Unknown
	0370		X	Container Unavailable
HL7		Additive/Preservative		
	0371		ACDA	ACD Solution A
	0371		ACDB	ACD Solution B
	0371		ACET	Acetic Acid
	0371		AMIES	Amies transport medium
	0371		BACTM	Bacterial Transport medium
	0371		BF10	Buffered 10% formalin
	0371		BOR	Borate Boric Acid
	0371		BOUIN	Bouin's solution
	0371		BSKM	Buffered skim milk
	0371		C32	3.2%  Citrate
	0371		C38	3.8% Citrate
	0371		CARS	Carson's Modified 10% formalin
	0371		CARY	Cary Blair Medium
	0371		CHLTM	Chlamydia transport medium
	0371		CTAD	CTAD (this should be spelled out if not universally understood)
	0371		EDTK	Potassium/K EDTA
	0371		EDTK15	Potassium/K EDTA 15%
	0371		EDTK75	Potassium/K EDTA 7.5%
	0371		EDTN	Sodium/Na EDTA
	0371		ENT	Enteric bacteria transport medium
	0371		ENT+	Enteric plus
	0371		F10	10% Formalin
	0371		FDP	Thrombin NIH; soybean trypsin inhibitor (Fibrin Degradation Products)
	0371		FL10	Sodium Fluoride, 10mg
	0371		FL100	Sodium Fluoride, 100mg
	0371		HCL6	6N HCL
	0371		HEPA	Ammonium heparin
	0371		HEPL	Lithium/Li  Heparin
	0371		HEPN	Sodium/Na  Heparin
	0371		HNO3	Nitric Acid
	0371		JKM	Jones Kendrick Medium
	0371		KARN	Karnovsky's fixative
	0371		KOX	Potassium Oxalate
	0371		LIA	Lithium iodoacetate
	0371		M4	M4
	0371		M4RT	M4-RT
	0371		M5	M5
	0371		MICHTM	Michel's transport medium
	0371		MMDTM	MMD transport medium
	0371		NAF	Sodium Fluoride
	0371		NAPS	Sodium polyanethol sulfonate 0.35% in 0.85% sodium chloride
	0371		NONE	None
	0371		PAGE	Pages's Saline
	0371		PHENOL	Phenol
	0371		PVA	PVA (polyvinylalcohol)
	0371		RLM	Reagan Lowe Medium
	0371		SILICA	Siliceous earth, 12 mg
	0371		SPS	SPS(this should be spelled out if not universally understood)
	0371		SST	Serum Separator Tube (Polymer Gel)
	0371		STUTM	Stuart transport medium
	0371		THROM	Thrombin
	0371		THYMOL	Thymol
	0371		THYO	Thyoglycollate broth
	0371		TOLU	Toluene
	0371		URETM	Ureaplasma transport medium
	0371		VIRTM	Viral Transport medium
	0371		WEST	Buffered Citrate (Westergren Sedimentation Rate)
User		Specimen component		
	0372		BLD	Whole blood, homogeneous
	0372		BSEP	Whole blood, separated
	0372		PLAS	Plasma, NOS (not otherwise specified)
	0372		PPP	Platelet poor plasma
	0372		PRP	Platelet rich plasma
	0372		SED	Sediment
	0372		SER	Serum, NOS (not otherwise specified)
	0372		SUP	Supernatant
HL7		Treatment		
	0373		ACID	Acidification
	0373		ALK	Alkalization
	0373		DEFB	Defibrination
	0373		FILT	Filtration
	0373		LDLP	LDL Precipitation
	0373		NEUT	Neutralization
	0373		RECA	Recalification
	0373		UFIL	Ultrafiltration
User		System induced contaminants		
	0374		CNTM	Present, type of contamination unspecified
User		Artificial blood		
	0375		FLUR	Fluorocarbons
	0375		SFHB	Stromal free hemoglobin preparations
HL7		Special Handling Code		
	0376		AMB	Ambient temperature
	0376		C37	Body temperature
	0376		CAMB	Critical ambient temperature
	0376		CATM	Protect from air
	0376		CFRZ	Critical frozen temperature
	0376		CREF	Critical refrigerated temperature
	0376		DFRZ	Deep frozen
	0376		DRY	Dry
	0376		FRZ	Frozen temperature
	0376		MTLF	Metal Free
	0376		NTR	Liquid nitrogen
	0376		PRTL	Protect from light
	0376		PSA	Do not shake
	0376		PSO	No shock
	0376		REF	Refrigerated temperature
	0376		UFRZ	Ultra frozen
	0376		UPR	Upright
User		Other environmental factors		
	0377		A60	Opened container, indoor atmosphere, 60 minutes duration
	0377		ATM	Opened container, atmosphere and duration unspecified
HL7		Substance status		
	0383		CE	Calibration Error
	0383		CW	Calibration Warning
	0383		EE	Expired Error
	0383		EW	Expired Warning
	0383		NE	Not Available Error
	0383		NW	Not Available Warning
	0383		OE	Other Error
	0383		OK	OK Status
	0383		OW	Other Warning
	0383		QE	QC Error
	0383		QW	QC Warning
HL7		Substance type		
	0384		CO	Control
	0384		DI	Diluent
	0384		LI	Measurable Liquid Item
	0384		LW	Liquid Waste
	0384		MR	Multiple Test Reagent
	0384		OT	Other
	0384		PT	Pretreatment
	0384		PW	Purified Water
	0384		RC	Reagent Calibrator
	0384		SC	Countable Solid Item
	0384		SR	Single Test Reagent
	0384		SW	Solid Waste
User		Command response		
	0387		ER	Command cannot be completed because of error condition
	0387		OK	Command completed successfully
	0387		ST	Command cannot be completed because of the status of the requested equipment
	0387		TI	Command cannot be completed within requested completion time
	0387		UN	Command cannot be completed for unknown reasons
HL7		Processing type		
	0388		E	Evaluation
	0388		P	Regular Production
HL7		Analyte repeat status		
	0389		D	Repeated with dilution
	0389		F	Reflex test
	0389		O	Original, first run
	0389		R	Repeated without dilution
HL7		Segment group		
	0391		OBRG	OBR group
	0391		ORCG	ORC group
	0391		PIDG	PID group
	0391		RXAG	RXA group
	0391		RXDG	RXD group
	0391		RXEG	RXE group
	0391		RXOG	RXO group
User		Match reason		
	0392		DB	Match on Date of Birth
	0392		NA	Match on Name (Alpha Match)
	0392		NP	Match on Name (Phonetic Match)
	0392		SS	Match on Social Security Number
User		Match algorithms		
	0393		LINKSOFT_2.01	Proprietary algorithm for LinkSoft v2.01
	0393		MATCHWARE_1.2	Proprietary algorithm for MatchWare v1.2
HL7		Response modality		
	0394		B	Batch
	0394		R	Real Time
	0394		T	Bolus (a series of responses sent at the same time without use of batch formatting)
HL7		Modify indicator		
	0395		M	Modified Subscription
	0395		N	New Subscription
HL7		Coding system		
	0396		99zzz or L	Local general code (where z is an alphanumeric character)
	0396		ACR	American College of Radiology finding codes
	0396		ANS+	HL7 set of units of measure
	0396		ART	WHO Adverse Reaction Terms
	0396		AS4	ASTM E1238/ E1467 Universal
	0396		AS4E	AS4 Neurophysiology Codes
	0396		ATC	American Type Culture Collection
	0396		C4	CPT-4
	0396		C5	CPT-5
	0396		CAS	Chemical abstract codes
	0396		CD2	CDT-2 Codes
	0396		CDCA	CDC Analyte Codes
	0396		CDCM	CDC Methods/Instruments Codes
	0396		CDS	CDC Surveillance
	0396		CE	CEN ECG diagnostic codes
	0396		CLP	CLIP
	0396		CPTM	CPT Modifier Code
	0396		CST	COSTART
	0396		CVX	CDC Vaccine Codes
	0396		DCM	DICOM Controlled Terminology
	0396		E	EUCLIDES
	0396		E5	Euclides  quantity codes
	0396		E6	Euclides Lab method codes
	0396		E7	Euclides Lab equipment codes
	0396		ENZC	Enzyme Codes
	0396		FDDC	First DataBank Drug Codes
	0396		FDDX	First DataBank Diagnostic Codes
	0396		FDK	FDA K10
	0396		HB	HIBCC
	0396		HCPCS	CMS (formerly HCFA)  Common Procedure Coding System
	0396		HCPT	Health Care Provider Taxonomy
	0396		HHC	Home Health Care
	0396		HI	Health Outcomes
	0396		HL7nnnn	HL7 Defined Codes where nnnn is the HL7 table number
	0396		HOT	Japanese Nationwide Medicine Code
	0396		HPC	CMS (formerly HCFA )Procedure Codes (HCPCS)
	0396		I10	ICD-10
	0396		I10P	ICD-10  Procedure Codes
	0396		I9	ICD9
	0396		I9C	ICD-9CM
	0396		IBT	ISBT
	0396		IBTnnnn	ISBT 128 codes where nnnn  specifies a specific table within ISBT 128.
	0396		IC2	ICHPPC-2
	0396		ICD10AM	ICD-10 Australian modification
	0396		ICD10CA	ICD-10 Canada
	0396		ICDO	International Classification of Diseases for Oncology
	0396		ICS	ICCS
	0396		ICSD	International Classification of Sleep Disorders
	0396		ISO+	ISO 2955.83 (units of measure) with HL7 extensions
	0396		ISOnnnn	ISO Defined Codes where nnnn is the ISO table number
	0396		IUPC	IUPAC/IFCC Component Codes
	0396		IUPP	IUPAC/IFCC Property Codes
	0396		JC10	JLAC/JSLM, nationwide laboratory code
	0396		JC8	Japanese Chemistry
	0396		JJ1017	Japanese Image Examination Cache
	0396		LB	Local billing code
	0396		LN	Logical Observation Identifier Names and Codes (LOINC®)
	0396		MCD	Medicaid
	0396		MCR	Medicare
	0396		MDDX	Medispan Diagnostic Codes
	0396		MEDC	Medical Economics Drug Codes
	0396		MEDR	Medical Dictionary for Drug Regulatory Affairs (MEDDRA)
	0396		MEDX	Medical Economics Diagnostic Codes
	0396		MGPI	Medispan GPI
	0396		MVX	CDC Vaccine Manufacturer Codes
	0396		NDA	NANDA
	0396		NDC	National drug codes
	0396		NIC	Nursing Interventions Classification
	0396		NPI	National Provider Identifier
	0396		NUBC	National Uniform Billing Committee Code
	0396		OHA	Omaha System
	0396		POS	POS Codes
	0396		RC	Read Classification
	0396		SDM	SNOMED- DICOM Microglossary
	0396		SNM	Systemized Nomenclature of Medicine (SNOMED)
	0396		SNM3	SNOMED International
	0396		SNT	SNOMED topology codes (anatomic sites)
	0396		UC	UCDS
	0396		UMD	MDNS
	0396		UML	Unified Medical Language
	0396		UPC	Universal Product Code
	0396		UPIN	UPIN
	0396		USPS	United States Postal Service
	0396		W1	WHO record # drug codes (6 digit)
	0396		W2	WHO record # drug codes (8 digit)
	0396		W4	WHO record # code with ASTM extension
	0396		WC	WHO ATC
HL7		Sequencing		
	0397		A	Ascending
	0397		AN	Ascending, case insensitive
	0397		D	Descending
	0397		DN	Descending, case insensitive
	0397		N	None
HL7		Continuation style code		
	0398		F	Fragmentation
	0398		I	Interactive Continuation
User		Government reimbursement program		
	0401		C	Medi-Cal
	0401		MM	Medicare
User		School type		
	0402		D	Dental
	0402		G	Graduate
	0402		M	Medical
	0402		U	Undergraduate
HL7		Language Ability		
	0403		1	Read
	0403		2	Write
	0403		3	Speak
	0403		4	Understand
	0403		5	Sign
HL7		Language Proficiency		
	0404		1	Excellent
	0404		2	Good
	0404		3	Fair
	0404		4	Poor
	0404		5	Some (level unknown)
	0404		6	None
User		Organization unit type		
	0406		1	Hospital
	0406		2	Physician Clinic
	0406		3	Long Term Care
	0406		4	Acute Care
	0406		5	Other
	0406		H	Home
	0406		O	Office
User		Application change type		
	0409		M	Migrates to different CPU
	0409		SD	Shut down
	0409		SU	Start up
User		DRG Transfer Type		
	0415		E	DRG Exempt
	0415		N	DRG Non Exempt
User		Procedure DRG Type		
	0416		1	1st non-Operative
	0416		2	2nd non-Operative
	0416		3	Major Operative
	0416		4	2nd Operative
	0416		5	3rd Operative
User		Tissue Type Code		
	0417		0	No tissue expected
	0417		1	Insufficient Tissue
	0417		2	Not abnormal
	0417		3	Abnormal-not categorized
	0417		4	Mechanical abnormal
	0417		5	Growth alteration
	0417		6	Degeneration & necrosis
	0417		7	Non-acute inflammation
	0417		8	Non-malignant neoplasm
	0417		9	Malignant neoplasm
	0417		B	Basal cell carcinoma
	0417		C	Carcinoma-unspecified type
	0417		G	Additional tissue required
HL7		Procedure Priority		
	0418		0	the admitting procedure
	0418		1	the primary procedure
	0418		2 _	for ranked secondary procedures
User		Severity of Illness Code		
	0421		MI	Mild
	0421		MO	Moderate
	0421		SE	Severe
User		Triage Code		
	0422		1	Non-acute
	0422		2	Acute
	0422		3	Urgent
	0422		4	Severe
	0422		5	Dead on Arrival (DOA)
	0422		99	Other
User		Case Category Code		
	0423		D	Doctor_s Office Closed
User		Gestation Category Code		
	0424		1	Premature / Pre-term
	0424		2	Full Term
	0424		3	Overdue / Post-term
User		Newborn Code		
	0425		1	Born in facility
	0425		2	Transfer in
	0425		3	Born en route
	0425		4	Other
	0425		5	Born at home
User		Blood Product Code		
	0426		CRYO	Cryoprecipitated AHF
	0426		CRYOP	Pooled Cryoprecipitate
	0426		FFP	Fresh Frozen Plasma
	0426		FFPTH	Fresh Frozen Plasma - Thawed
	0426		PC	Packed Cells
	0426		PCA	Autologous Packed Cells
	0426		PCNEO	Packed Cells - Neonatal
	0426		PCW	Washed Packed Cells
	0426		PLT	Platelet Concentrate
	0426		PLTNEO	Reduced Volume Platelets
	0426		PLTP	Pooled Platelets
	0426		PLTPH	Platelet Pheresis
	0426		PLTPHLR	Leukoreduced Platelet Pheresis
	0426		RWB	Reconstituted Whole Blood
	0426		WBA	Autologous Whole Blood
User		Risk Management Incident Code		
	0427		B	Body fluid exposure
	0427		C	Contaminated Substance
	0427		D	Diet Errors
	0427		E	Equipment problem
	0427		F	Patient fell (not from bed)
	0427		H	Patient fell from bed
	0427		I	Infusion error
	0427		J	Foreign object left during surgery
	0427		K	Sterile precaution violated
	0427		O	Other
	0427		P	Procedure error
	0427		R	Pharmaceutical error
	0427		S	Suicide Attempt
	0427		T	Transfusion error
User		Incident Type Code		
	0428		O	Other
	0428		P	Preventable
	0428		U	User Error
User		Production Class Code		
	0429		BR	Breeding/genetic stock
	0429		DA	Dairy
	0429		DR	Draft
	0429		DU	Dual Purpose
	0429		LY	Layer, Includes Multiplier flocks
	0429		MT	Meat
	0429		NA	Not Applicable
	0429		OT	Other
	0429		PL	Pleasure
	0429		RA	Racing
	0429		SH	Show
	0429		U	Unknown
User		Mode of Arrival Code		
	0430		A	Ambulance
	0430		C	Car
	0430		F	On foot
	0430		H	Helicopter
	0430		O	Other
	0430		P	Public Transport
	0430		U	Unknown
User		Recreational Drug Use Code		
	0431		A	Alcohol
	0431		C	Tobacco - chewed
	0431		K	Kava
	0431		M	Marijuana
	0431		O	Other
	0431		T	Tobacco - smoked
	0431		U	Unknown
User		Admission Level of Care Code		
	0432		AC	Acute
	0432		CH	Chronic
	0432		CO	Comatose
	0432		CR	Critical
	0432		IM	Improved
	0432		MO	Moribund
User		Precaution Code		
	0433		A	Aggressive
	0433		B	Blind
	0433		C	Confused
	0433		D	Deaf
	0433		I	On IV
	0433		N	_No-code_ (i.e. Do not resuscitate)
	0433		O	Other
	0433		P	Paraplegic
	0433		U	Unknown
User		Patient Condition Code		
	0434		A	Satisfactory
	0434		C	Critical
	0434		O	Other
	0434		P	Poor
	0434		S	Stable
	0434		U	Unknown
User		Advance Directive Code		
	0435		DNR	Do not resuscitate
User		Sensitivity to Causative Agent Code		
	0436		AD	Adverse Reaction (Not otherwise classified)
	0436		AL	Allergy
	0436		CT	Contraindication
	0436		IN	Intolerance
User		Alert Device Code		
	0437		B	Bracelet
	0437		N	Necklace
	0437		W	Wallet Card
User		Allergy Clinical Status		
	0438		C	Confirmed or verified
	0438		D	Doubt raised
	0438		E	Erroneous
	0438		I	Confirmed but inactive
	0438		P	Pending
	0438		S	Suspect
	0438		U	Unconfirmed
HL7		Data types		
	0440		AD	Address
	0440		AUI	Authorization information
	0440		CCD	Charge code and date
	0440		CCP	Channel calibration parameters
	0440		CD	Channel definition
	0440		CE	Coded element
	0440		CF	Coded element with formatted values
	0440		CK	Composite ID with check digit
	0440		CM	Composite
	0440		CN	Composite ID number and name
	0440		CNE	Coded with no exceptions
	0440		CNS	Composite ID number and name simplified
	0440		CP	Composite price
	0440		CQ	Composite quantity with units
	0440		CSU	Channel sensitivity
	0440		CWE	Coded with exceptions
	0440		CX	Extended composite ID with check digit
	0440		DDI	Daily deductible information
	0440		DIN	Date and institution name
	0440		DLD	Discharge to location and date
	0440		DLN	Driver_s license number
	0440		DLT	Delta
	0440		DR	Date/time range
	0440		DT	Date
	0440		DTM	Date/time
	0440		DTN	Day type and number
	0440		ED	Encapsulated data
	0440		EI	Entity identifier
	0440		EIP	Entity identifier pair
	0440		ELD	Error location and description
	0440		ERL	Error location
	0440		FC	Financial class
	0440		FN	Family name
	0440		FT	Formatted text
	0440		GTS	General timing specification
	0440		HD	Hierarchic designator
	0440		ICD	Insurance certification definition
	0440		ID	Coded values for HL7 tables
	0440		IS	Coded value for user-defined tables
	0440		JCC	Job code/class
	0440		LA1	Location with address variation 1
	0440		LA2	Location with address variation 2
	0440		MA	Multiplexed array
	0440		MO	Money
	0440		MOC	Money and charge code
	0440		MOP	Money or percentage
	0440		MSG	Message type
	0440		NA	Numeric array
	0440		NDL	Name with location and date
	0440		NM	Numeric
	0440		NR	Numeric range
	0440		OCD	Occurrence code and date
	0440		OSD	Order sequence definition
	0440		OSP	Occurrence span code and date
	0440		PIP	Practitioner institutional privileges
	0440		PL	Person location
	0440		PLN	Practitioner license or other ID number
	0440		PN	Person name
	0440		PPN	Performing person time stamp
	0440		PRL	Parent result link
	0440		PT	Processing type
	0440		PTA	Policy type and amount
	0440		QIP	Query input parameter list
	0440		QSC	Query selection criteria
	0440		RCD	Row column definition
	0440		RFR	Reference range
	0440		RI	Repeat interval
	0440		RMC	Room coverage
	0440		RP	Reference pointer
	0440		RPT	Repeat pattern
	0440		SAD	Street Address
	0440		SCV	Scheduling class value pair
	0440		SI	Sequence ID
	0440		SN	Structured numeric
	0440		SPD	Specialty description
	0440		SPS	Specimen source
	0440		SRT	Sort order
	0440		ST	String
	0440		TM	Time
	0440		TN	Telephone number
	0440		TQ	Timing/quantity
	0440		TS	Time stamp
	0440		TX	Text data
	0440		UVC	UB value code and amount
	0440		VH	Visiting hours
	0440		VID	Version identifier
	0440		VR	Value range
	0440		WVI	Channel Identifier
	0440		WVS	Waveform source
	0440		XAD	Extended address
	0440		XCN	Extended composite ID number and name
	0440		XON	Extended composite name and ID number for organizations
	0440		XPN	Extended person name
	0440		XTN	Extended telecommunications number
User		Immunization Registry Status		
	0441		A	Active
	0441		I	Inactive
	0441		L	Inactive - Lost to follow-up (cancel contract)
	0441		M	Inactive - Moved or gone elsewhere (cancel contract)
	0441		O	Other
	0441		P	Inactive - Permanently inactive (Do not reactivate or add new entries to the record)
	0441		U	Unknown
User		Location Service Code		
	0442		D	Diagnostic
	0442		E	Emergency Room Casualty
	0442		P	Primary Care
	0442		T	Therapeutic
User		Provider role		
	0443		AD	Admitting
	0443		AT	Attending
	0443		CP	Consulting Provider
	0443		FHCP	Family Health Care Professional
	0443		PP	Primary Care Provider
	0443		RP	Referring Provider
	0443		RT	Referred to Provider
HL7		Name assembly order		
	0444		F	Prefix Family Middle Given Suffix
	0444		G	Prefix Given Middle Family Suffix
User		Identity Reliability Code		
	0445		AL	Patient/Person Name is an Alias
	0445		UA	Unknown/Default Address
	0445		UD	Unknown/Default Date of Birth
	0445		US	Unknown/Default Social Security Number
HL7		Event type		
	0450		LOG	Log Event
	0450		SER	Service Event
User		Substance identifier		
	0451		ALL	Used for query of all inventory items
HL7		Health care provider type code		
	0452		SUGGESTION	ANSI ASC X12 Health Care Provider Taxonomy, Level 1 - Type
HL7		Health care provider classification		
	0453		SUGGESTION	ANSI ASC X12 Health Care Provider Taxonomy, Level 2 -  Classification
HL7		Health care provider area of specialization		
	0454		SUGGESTION	ANSI ASC X12 Health Care Provider Taxonomy, Level 3 - specialization
User		Type of Bill Code		
	0455		...	No suggested values
User		Revenue code		
	0456		...	No suggested values
User		Overall Claim Disposition Code		
	0457		0	No edits present on claim
	0457		1	Only edits present are for line item denial or rejection
	0457		2	Multiple-day claim with one or more days denied or rejected
	0457		3	Claim denied, rejected, suspended or returned to provider with only post payment edits
	0457		4	Claim denied, rejected, suspended or returned to provider with only pre payment edits
User		OCE Edit Code		
	0458		1	Invalid diagnosis code
	0458		10	Non-covered  service submitted for verification of denial (condition code 21 from header information on claim)
	0458		11	Non-covered service submitted for FI review (condition code 20 from header information on claim)
	0458		12	Questionable covered service
	0458		13	Additional payment for service not provided by Medicare
	0458		14	Code indicates a site of service not included in OPPS
	0458		15	Service unit out of range for procedure
	0458		16	Multiple bilateral procedures without modifier 50 (see Appendix A)
	0458		17	Multiple bilateral procedures with modifier 50 (see Appendix A)
	0458		18	Inpatient procedure
	0458		19	Mutually exclusive procedure that is not allowed even if appropriate modifier present
	0458		2	Diagnosis and age conflict
	0458		20	Component of a comprehensive procedure that is not allowed even if appropriate modifier present
	0458		21	Medical visit on same day as a type "T" or "S" procedure without modifier 25 (see Appendix B)
	0458		22	Invalid modifier
	0458		23	Invalid date
	0458		24	Date out of OCE range
	0458		25	Invalid age
	0458		26	Invalid sex
	0458		27	Only incidental services reported
	0458		28	Code not recognized by Medicare; alternate code for same service available
	0458		29	Partial hospitalization service for non-mental health diagnosis
	0458		3	Diagnosis and sex conflict
	0458		30	Insufficient services on day of partial hospitalization
	0458		31	Partial hospitalization on same day as ECT or type "T" procedure
	0458		32	Partial hospitalization claim spans 3 or less days with in-sufficient services, or ECT or significant procedure on at least one of the days
	0458		33	Partial hospitalization claim spans more than 3 days with insufficient number of days having mental health services
	0458		34	Partial hospitalization claim spans more than 3 days with insufficient number of days meeting partial hospitalization criteria
	0458		35.	Only activity therapy and/or occupational therapy services provided
	0458		36.	Extensive mental health services provided on day of ECT or significant procedure
	0458		37	Terminated bilateral procedure or terminated procedure with units greater than one
	0458		38.	Inconsistency between implanted device and implantation procedure
	0458		39.	Mutually exclusive procedure that would be allowed if appropriate modifier were present
	0458		4	Medicare secondary payer alert
	0458		40.	Component of a comprehensive procedure that would be allowed if appropriate modifier were present
	0458		41.	Invalid revenue code
	0458		42.	Multiple medical visits on same day with same revenue code without condition code G0 (see Appendix B)
	0458		5	E-code as reason for visit
	0458		6	Invalid procedure code
	0458		7	Procedure and age conflict
	0458		8	Procedure and sex conflict
	0458		9	Nov-covered service
User		Reimbursement Action Code		
	0459		0	OCE line item denial or rejection is not ignored
	0459		1	OCE line item denial or rejection is ignored
	0459		2	External line item denial. Line item is denied even if no OCE edits
	0459		3	External line item rejection. Line item is rejected even if no OCE edits
HL7		Denial or Rejection Code		
	0460		0	Line item not denied or rejected
	0460		1	Line item denied or rejected
	0460		2	Line item is on a multiple-day claim. The line item is not denied or rejected, but occurs on a day that has been denied or rejected.
HL7		Name/address representation		
	0465		A	Alphabetic (i.e., Default or some single-byte)
	0465		I	Ideographic (i.e., Kanji)
	0465		P	Phonetic (i.e., ASCII, Katakana, Hiragana, etc.)
HL7		Ambulatory Payment Classification Code		
	0466		031	Dental procedures
	0466		163	Excision/biopsy
	0466		181	Level 1 skin repair.
HL7		Modifier Edit Code		
	0467		0	Modifier does NOT exist
	0467		1	Modifier present, no errors
	0467		2	Modifier invalid
	0467		3	Modifier NOT approved for ASC/HOPD use
	0467		4	Modifier approved for ASC/HOPD use, inappropriate for code
	0467		U	Modifier edit code unknown
HL7		Payment Adjustment Code		
	0468		1	No payment adjustment
	0468		2	Designated current drug or biological payment adjustment applies to APC (status indicator G)
	0468		3	Designated new device payment adjustment applies to APC (status indicator H)
	0468		4	Designated new drug or new biological payment adjustment applies to APC (status indicator J)
	0468		5	Deductible not applicable (specific list of HCPCS codes)
User		Packaging Status Code		
	0469		0	Not packaged
	0469		1	Packaged service (status indicator N, or no HCPCS code and certain revenue codes)
	0469		2	Packaged as part of partial hospitalization per diem or daily mental health service per diem
HL7		Reimbursement Type Code		
	0470		Crnl	Corneal Tissue APC
	0470		DME	Durable Medical Equipment
	0470		EPO	Epotein
	0470		Lab	Clinical Laboratory APC
	0470		Mamm	Screening Mammography APC
	0470		NoPay	This APC is not paid
	0470		OPPS	Outpatient Prospective Payment System
	0470		PartH	Partial Hospitalization APC
	0470		Pckg	Packaged APC
	0470		Thrpy	Therapy APC
HL7		TQ conjunction ID		
	0472		A	Asynchronous
	0472		C	This is an actuation time
	0472		S	Synchronous.
User		Formulary Status		
	0473		G	This observation/service is on the formulary, and has guidelines
	0473		N	This observation/service is not on the formulary
	0473		R	This observation/service is on the formulary, but is restricted
	0473		Y	This observation/service is on the formulary
User		Organization Unit Type		
	0474		D	Department
	0474		F	Facility
	0474		S	Subdivision
	0474		U	Subdepartment
	0474		V	Division
User		Charge Type Reason		
	0475		01	Allergy
	0475		02	Intolerance
	0475		03	Treatment Failure
	0475		04	Patient Request
	0475		05	No Exception
User		Controlled Substance Schedule*		
	0477		I	Schedule I
	0477		II	Schedule II
	0477		III	Schedule III
	0477		IV	Schedule IV
	0477		V	Schedule V
	0477		VI	Schedule VI
HL7		Formulary Status		
	0478		G	Pharmaceutical substance is in the formulary, but guidelines apply
	0478		N	Pharmaceutical substance is NOT in the formulary
	0478		R	Pharmaceutical substance is in the formulary, but restrictions apply
	0478		Y	Pharmaceutical substance is in the formulary
HL7		Pharmacy Order Types		
	0480		M	Medication
	0480		O	Other solution as medication orders
	0480		S	IV Large Volume Solutions
HL7		Order Type		
	0482		I	Inpatient Order
	0482		O	Outpatient Order
HL7		Authorization Mode		
	0483		EL	Electronic
	0483		EM	E-mail
	0483		FX	Fax
	0483		IP	In Person
	0483		MA	Mail
	0483		PA	Paper
	0483		PH	Phone
	0483		RE	Reflexive (Automated system)
	0483		VC	Video-conference
	0483		VO	Voice
User		Dispense Type		
	0484		B	Trial Quantity Balance
	0484		C	Compassionate Fill
	0484		N	New/Renew - Full Fill
	0484		P	New/Renew - Part Fill
	0484		Q	Refill - Part Fill
	0484		R	Refill - Full Fill
	0484		S	Manufacturer Sample
	0484		T	Trial Quantity
	0484		Z	Non-Prescription Fill
User		Extended Priority Codes		
	0485		A	ASAP
	0485		C	Callback
	0485		P	Preop
	0485		PRN	As needed
	0485		R	Routine
	0485		S	Stat
	0485		T	Timing critical
	0485		TD<integer>	
	0485		TH<integer>	
	0485		TL<integer>	
	0485		TM<integer>	
	0485		TS<integer>	
	0485		TW<integer>	
HL7		Specimen Collection Method		
	0488		ANP	Plates, Anaerobic
	0488		BAP	Plates, Blood Agar
	0488		BCAE	Blood Culture, Aerobic Bottle
	0488		BCAN	Blood Culture, Anaerobic Bottle
	0488		BCPD	Blood Culture, Pediatric Bottle
	0488		BIO	Biopsy
	0488		CAP	Capillary Specimen
	0488		CATH	Catheterized
	0488		CVP	Line, CVP
	0488		EPLA	Environmental, Plate
	0488		ESWA	Environmental, Swab
	0488		FNA	Aspiration, Fine Needle
	0488		KOFFP	Plate, Cough
	0488		LNA	Line, Arterial
	0488		LNV	Line, Venous
	0488		MARTL	Martin-Lewis Agar
	0488		ML11	Mod. Martin-Lewis Agar
	0488		MLP	Plate, Martin-Lewis
	0488		NYP	Plate, New York City
	0488		PACE	Pace, Gen-Probe
	0488		PIN	Pinworm Prep
	0488		PNA	Aterial puncture
	0488		PRIME	Pump Prime
	0488		PUMP	Pump Specimen
	0488		QC5	Quality Control For Micro
	0488		SCLP	Scalp, Fetal Vein
	0488		SCRAPS	Scrapings
	0488		SHA	Shaving
	0488		SWA	Swab
	0488		SWD	Swab, Dacron tipped
	0488		TMAN	Transport Media, Anaerobic
	0488		TMCH	Transport Media, Chalamydia
	0488		TMM4	Transport Media, M4
	0488		TMMY	Transport Media, Mycoplasma
	0488		TMOT	Transport Media,
	0488		TMP	Plate, Thayer-Martin
	0488		TMPV	Transport Media, PVA
	0488		TMSC	Transport Media, Stool Culture
	0488		TMUP	Transport Media, Ureaplasma
	0488		TMVI	Transport Media, Viral
	0488		VENIP	Venipuncture
	0488		WOOD	Swab, Wooden Shaft
HL7		Risk Codes		
	0489		AGG	Aggressive
	0489		BHZ	Biohazard
	0489		BIO	Biological
	0489		COR	Corrosive
	0489		ESC	Escape Risk
	0489		EXP	Explosive
	0489		IFL	MaterialDangerInflammable
	0489		INF	MaterialDangerInfectious
	0489		INJ	Injury Hazard
	0489		POI	Poison
	0489		RAD	Radioactive
HL7		Specimen Reject Reason		
	0490		EX	Expired
	0490		QS	Quantity not sufficient
	0490		RA	Missing patient ID number
	0490		RB	Broken container
	0490		RC	Clotting
	0490		RD	Missing collection date
	0490		RE	Missing patient name
	0490		RH	Hemolysis
	0490		RI	Identification problem
	0490		RM	Labeling
	0490		RN	Contamination
	0490		RP	Missing phlebotomist ID
	0490		RR	Improper storage
	0490		RS	Name misspelling
HL7		Specimen Quality		
	0491		E	Excellent
